"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"306",300,"p5r10",7,2,"E10",73.67209039,"y",NA,73.14689678,74.19728399,0.74273592,1.008164579,0.0354179919230743,73.6661873913461,"extract_2016_2017",NA,NA,16583,"sun",80,1994-05-29,NA,NA,"DNA","extract","WB",750,39,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","sun",NA,NA,0,"kh","baboon t",752032,9836912,"m",2,"natal","mature","ok",43.2,1.9,NA,1994-05-29 01:36:00,1994-05-29 01:42:00,1994-05-29 01:44:00,0,"150.321","10260",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13.1,14.8,NA,11,28.2,48.3,NA,97,23,43.2,72,"r",18.7,27,25.2,26.5,70.5,23.5,36.32,32.25,"r",21.8,28.2,14,19.8,31.3,97.1,81.6,NA,NA,20.7,18.5,14.7,25.6,16.8,16.8,3.4,3.4,"0","none",NA,NA,NA,NA,"date changed from 7-29 to 5-29 from russ's file",NA,NA,NA,NA,NA,NA,NA,80,NA,723,NA,1992-07-06,1993-02-01,1997-04-20,"23s",1992-06-05,1,2,NA,NA,1993-05-16,"talek","tk",241,345,23.8,"subadult",1992,"low","twin",1994,"old",11,-0.333333333,2,"Q2",NA,NA,NA,NA,-1.20665944561365,-0.121724444447393,4.01484357734831,-0.195035886517505,-0.1848578277093,10,10,12,12,12,"subadult",-12.3973333333333
"307",301,"p5r10",7,2,"E11",75.44144078,"y",NA,76.37515174,74.50772982,1.320466702,1.7503201,0.0354179919230743,75.4355377813461,"extract_2016_2017",NA,NA,16584,"amar",160,1995-10-25,NA,NA,"DNA","extract","WB",600,46,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","amar",NA,NA,0,NA,"80m w-nnht",748043,9837447,"f",1,"natal",NA,"bado",22.7,1.2,NA,1995-10-25 00:55:00,1995-10-25 00:57:00,1995-10-25 01:00:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti",0,0,0,"68",NA,NA,NA,NA,NA,NA,NA,10,12,NA,8,23,40.2,NA,70,18,36,60,"r",19,23,18,21.5,62,22,3.7,3.7,NA,22.6,8.4,6.6,9.5,18.9,70.3,65,NA,NA,16.1,13.4,8.6,8.3,6.1,6.1,3.8,3.8,"0","some",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inside thigh 41.2, above anus 39.9, armpit 39.6, stomach 37.9 (averages)",160,NA,273,NA,1995-01-31,1995-10-24,2003-06-13,"ua",1995-01-25,1,1,NA,NA,1996-07-15,"talek","tk",272,537,9,"cub",1995,"low","twin",1995,"old",16,-0.111111111,2,"Q2",NA,NA,NA,NA,1.04353959323291,0.235201629072282,0.431050993050256,1.3262398774206,-0.0345817255651524,12,12,12,12,12,"cub",-11.3973333333333
"308",302,"p5r10",7,2,"E3",73.69635329,"y",NA,73.3051375,74.08756908,0.553262678,0.750732775,0.0354179919230743,73.6904502913462,"extract_2016_2017",NA,NA,16577,"bbc",358,2007-06-26,NA,NA,"DNA","extract","WB",500,496,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","bbc?",NA,358,0,"ljc,keh,asf,adw","300m w top gmr lugga",742451,9840728,"f",NA,"natal","lactating","lactating",54.6,2.2,1,2007-06-26 01:39:00,2007-06-26 01:56:00,2007-06-26 02:04:00,0,"150.044","524128",0,2,2,0,4,NA,4,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"73/75",73,75,33,NA,NA,NA,7.5,14.5,19.5,10.5,9,27.5,50.5,16.5,90.5,23.5,55,86.5,"r",20.5,25.5,28,25,79,23,12.15,NA,"r",20.55,27.49,14.16,21.57,31.36,95.74,77.87,NA,NA,19.18,19.24,13.63,19.91,10.01,9.55,10.74,9.55,"13","none","good","mouth ph=7.5; milk expressed without oxytocin","appears to be very old. later realized this was actually mwht, not bbc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2011-11-16,NA,NA,NA,NA,"unk",NA,NA,"fig.tree",NA,NA,NA,149,"adult",NA,NA,NA,2007,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",0.602666666666664
"309",303,"p5r10",7,2,"E4",71.6091276,"y",NA,73.25578225,69.96247296,2.32872133,3.251989526,0.0354179919230743,71.6032246013461,"extract_2016_2017",NA,NA,16578,"zing",177,1996-07-27,NA,NA,"DNA","extract","WB",500,44,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","zing",NA,NA,0,NA,"100m w-nnht",748004,9837421,"f",1,"natal","bado","bado",21.1,1.2,NA,1996-07-27 01:01:00,1996-07-27 01:04:00,1996-07-27 01:14:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti, one fl",0,0,0,"72",NA,NA,NA,NA,NA,NA,NA,11,13,NA,9.2,22.2,40,NA,72,19.6,38,60,"r",15.8,20,20,22,58,19.5,10,15,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2incs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"armpit 49.7, tail 41.9/41.6/45.2, legpit 47.2, costal 37.9/38.6",177,NA,261,NA,1995-12-29,1996-06-29,1997-07-24,"dj",1995-11-09,1,2,NA,NA,NA,"talek","tk",233,NA,8.6,"cub",1995,"low","twin",1996,"old",7,0.555555556,3,"Q3",NA,NA,NA,NA,1.67708120058956,3.70952447261413,-0.404697886627892,-0.322483909339439,1.4230964652331,10,12,12,12,12,"cub",-10.3973333333333
"310",304,"p5r10",7,2,"E7",71.04444666,"y",NA,69.37296263,72.71593069,2.363835385,3.327262716,0.0354179919230743,71.0385436613462,"extract_2016_2017",NA,NA,16580,"oscr",775,2007-05-11,NA,NA,"DNA","extract","WB",500,39,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","oscar",775,775,0,"keh,alc","280 m nw-giraffe tree",730430,9841516,"f",NA,"natal","bado","bado",50,1.6,NA,2007-05-11 01:23:00,2007-05-11 01:28:00,2007-05-11 01:30:00,0,NA,NA,0,2,2,0,3,NA,4,0,0,"hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"66/61",66,61,39.9,NA,NA,NA,6.2,13.5,16.4,12,9.8,28.5,50.65,17.4,97.5,26,48.5,79,"l",18,27.2,27,28.6,77.5,22.2,5.62,NA,"l",20.91,26.7,14.2,20.83,34.44,98.64,81.05,NA,NA,21.07,17.62,13.2,25.22,17.68,17.74,3.79,3.3,"1","none","good","none","calm",1,"calm darting",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-10-31,NA,NA,"mre",2004-10-25,1,1,NA,NA,NA,"mara.river",NA,NA,NA,30.5,"adult",2004,"low","twin",2007,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",0.602666666666664
"311",305,"p5r10",9,2,"G11",71.07370724,"y",NA,70.04847078,72.09894371,1.449903314,2.039999558,0.0354179919230743,71.0559982440385,"extract_2016_2017",NA,NA,16596,"mp",145,1999-01-28,NA,NA,"DNA","extract","WB",500,28,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","mp",315,NA,0,NA,"sr hill",754918,9835231,"f",3,"natal","lactating!!","lactating",55,2.1,NA,1999-01-28 00:12:00,1999-01-28 00:16:00,1999-01-28 00:18:00,0,"150.072",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, ti",0,0,0,"61/63",61,63,NA,NA,NA,NA,NA,12.5,16,NA,10.8,23,50.5,NA,98,24.5,53,86.5,"r",21.5,24.5,25,29.5,81,22,9.7,10.4,"r",NA,24.6,14.8,21.3,33,94.5,77.4,NA,NA,21.3,19.3,12.8,24,17.5,17.3,7,6.9,"0","none","good","has a scar on her neck as if she has been snared, also a serious nickel-sized hole scar on her phallus","tartar on teeth, some virus on face, lactating yellow milk from large mature nipples",NA,NA,NA,NA,NA,NA,NA,NA,NA,315,145,1650,NA,1994-08-14,1995-03-18,2013-07-13,"dj",1994-07-23,1,1,NA,NA,1995-08-30,"talek","tk",238,403,54.2,"adult",1994,"low","twin",1999,"old",7,0.5,3,"Q3","8","0.363636364",3,"Q3",2.16000663552506,0.0518906999726184,0.15857010304567,0.381720420151256,0.16077720722224,12,12,12,12,12,"adult",-7.39733333333334
"312",306,"p5r10",9,2,"G3",68.90524824,"y",NA,67.75222587,70.05827061,1.630619872,2.36646687,0.0354179919230743,68.8875392440385,"extract_2016_2017",NA,NA,16588,"baj",84,1993-07-14,NA,NA,"DNA","extract","WBC",600,300,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","baj",NA,NA,0,"kh","k6 cd",750045,9836874,"m",1,"natal","bado","bado",14.4,NA,NA,1993-07-14 00:37:00,1993-07-14 00:45:00,1993-07-14 00:47:00,0,NA,NA,0,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9.5,12,NA,9,21.5,36.4,NA,57,18,33.3,50.7,"l",14.3,17.5,19,19.5,52,20,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","all",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,84,NA,194,NA,1993-01-11,1994-01-01,1996-11-18,"bb",1993-01-01,1,2,NA,NA,1993-09-14,"talek","tk",365,256,6.4,"cub",1993,"low","twin",1993,"old",3,0.777777778,4,"Q4",NA,NA,NA,NA,-0.163715269771624,1.15759971623021,0.0360593152916696,-0.798176711228094,3.23751705503443,14,14,12,14,12,"cub",-13.3973333333333
"313",307,"p5r10",9,2,"G4",72.56766206,"y",NA,74.61883346,70.51649066,2.900794412,3.997365121,0.0354179919230743,72.5499530640385,"extract_2016_2017",NA,NA,16589,"chip",428,2007-04-28,NA,NA,"DNA","extract","WB",400,60,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","chocalate chip",428,428,0,"alc,keh,sba","170 m s-intrepid lugga high xing",734937,9842011,"f",NA,"natal","lactating","lactating",51.4,2.1,NA,2007-04-28 02:12:00,2007-04-28 02:20:00,2007-04-28 02:31:00,0,"150.25","496433",0,1,1,0,NA,1,2,0,1,"0",0,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"67/60",67,60,33,NA,NA,NA,6.4,12,16,12.5,9.25,28.5,53,18,96,28,50,82,"r",19.5,25,24.5,27,NA,23.5,41.7,NA,"r",21,25.9,14.23,21.54,32.86,97.43,79.51,NA,NA,21.91,19.37,11.85,22.75,12.58,12.02,9.24,8.64,"2","none","good","small old scars on shoulder; 2 long scratch scars in side r hindleg","very calm darting",1,"vary calm darting but problems with old vacutainer tubes so little blood drawn",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2001-06-13,NA,2009-12-13,NA,NA,NA,NA,"lion",2009-12-13,NA,"mara.river",NA,NA,NA,147,"adult",NA,"low",NA,2007,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",0.602666666666664
"314",308,"p5r10",9,2,"G8",69.47061164,"y",NA,68.13462348,70.8065998,1.889372577,2.719671718,0.0354179919230743,69.4529026440385,"extract_2016_2017",NA,NA,16593,"hob",76,1992-06-14,NA,NA,"DNA","extract","WBC",500,109,NA,NA,"miss_samp_extract, plate 5",1,"sample id is temporary, and applies only to this LUMA run because sample not inventoried yet","hob",NA,NA,0,"kh","k2 cd",747904,9836342,"f",1,"natal","bado","bado",19.8,0.7,0.4,1992-06-14 01:23:00,1992-06-14 01:27:00,1992-06-14 01:33:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,12.5,NA,9.2,23,37.3,NA,72.5,22,33.6,53.4,"l",17,21.5,19.5,21,58,21,2.6,2.6,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most",NA,NA,NA,NA,"change backcrest per russ's file",NA,NA,NA,NA,NA,NA,NA,76,NA,330,NA,1991-07-20,1992-04-07,1999-05-06,"es",1991-07-20,1,2,NA,NA,1992-10-01,"talek","tk",262,439,10.8,"cub",1991,"low","twin",1992,"old",17,-0.777777778,1,"Q1 (lowest)",NA,NA,NA,NA,-0.387807329175518,-0.478347524695829,1.07247241629103,-0.657304986244528,-0.694163139106541,12,12,12,12,8,"cub",-14.3973333333333
"315",309,"p5r9",10,1,"A10",71.11655131,"y",NA,72.43263735,69.80046527,1.861226726,2.617149865,-0.10200797565327,71.0874061740991,NA,NA,NA,192,"osl",366,2003-02-12,"DNA_1",16,"DNA","O","WB",500,230.1,NA,NA,"re_do_DNA, plate 5",2,NA,"osl",NA,NA,0,"cb,kmk","250m w- main doc x",747467,9836573,"m",NA,"imm",NA,"ok",51,2.2,NA,2003-02-12 01:08:00,2003-02-12 01:21:30,2003-02-12 01:26:00,0,NA,NA,0,2,2,NA,4,1,4,NA,1,NA,2,3,1,0,NA,NA,NA,NA,"ti, lf",0,0,0,NA,53,57,42.9,NA,NA,NA,7.4,12,15.5,11.5,10,29,47.5,15.35,101.5,24,40,71.5,"l",20.5,26.5,22.6,27,79.5,23,31.6,41.1,"r",21.6,28.7,14.2,21.1,35.5,100.5,82.7,103.5,22,22,20.5,14.3,27.8,16.7,16.4,5.6,5.8,"cavity pm4 both sides",NA,"good","ears tattered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,NA,2002-09-19,NA,2004-07-04,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,41,"adult",NA,NA,NA,2003,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-3.39733333333334
"316",310,"p5r9",11,1,"A11",74.73409564,"y",NA,75.93331438,73.5348769,1.695951404,2.269314146,-0.10200797565327,74.7122367880743,NA,NA,NA,230,"mali",213,2012-05-22,"DNA_1",67,"DNA","O","WB",200,132.2,NA,NA,"re_do_DNA, plate 5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"old",NA,NA,NA,NA,NA,NA,NA,NA,0.104654937638176,-0.0430471916823021,0.504979916694912,2.96254288229545,3.47795881846506,12,12,12,12,10,NA,5.60266666666666
"317",311,"p5r9",9,1,"A9",77.29777249,"y",NA,76.68572885,77.90981614,0.86556042,1.119774079,-0.10200797565327,77.2613410701238,NA,NA,NA,179,"zc",351,2001-10-24,"DNA_1",1,"DNA","O","WB",600,383.2,NA,NA,"re_do_DNA, plate 5",1,NA,"zc",NA,NA,0,"saw, smd","horseshoe lugga east fork",744368,9838467,"f",NA,"natal","bado","bado",18.6,1.1,NA,2001-10-24 01:37:00,2001-10-24 01:41:00,2001-10-24 02:01:00,0,NA,NA,0,2,2,NA,4,1,5,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"67/62",67,62,39.4,23350,9285000,"none",6.8,9.5,11.5,NA,7,21,37.5,NA,63.5,17,34.5,53,"r",16.5,19,18,19.5,56,20.5,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","baby teeth, not measured","excellent","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,225,NA,2001-05-20,2001-10-09,2005-05-16,"ath",2001-03-13,0,NA,"humans",2005-05-16,2002-01-27,"talek","tk",210,320,7.4,"cub",2001,"med","single",2001,"old",2,0.882352941,4,"Q4",NA,NA,NA,NA,0.904597818455752,-0.277614482499917,1.09993173078761,-0.0634836053335066,-0.486063406354753,12,8,12,10,12,"cub",-5.39733333333334
"318",312,"p5r9",13,1,"C1",62.82209134,"y",NA,62.73925682,62.90492586,0.117145706,0.186472152,-0.10200797565327,62.8148050560248,NA,NA,NA,920,"art",323,2004-01-12,"DNA_2",52,"DNA","O","WB",500,879.9,NA,NA,"re_do_DNA, plate 5",1,NA,"art",323,NA,0,"jbt,jes","180 m nw maji fisi",744894,9838397,"f",NA,"natal","preg","pregnant",53,2.2,0.5,2004-01-11 23:41:00,2004-01-11 23:47:00,2004-01-11 23:51:00,0,"150.159",NA,0,2,4,0,4,1,4,0,1,"0",NA,3,1,0,2,2,NA,"28.55/29.5","ti",0,0,0,"57/56",57,56,36.9,NA,NA,NA,7.1,10.8,16.7,11.5,9.9,28.3,48.5,16.3,84.3,21.5,51,83.1,"l",17.8,24.6,22.9,27.9,70.4,22.4,32,NA,"r",19.8,27.1,12.4,17.4,34,92.8,77,93.9,22.2,20,19.2,13,24,15.8,15.2,3.7,4,"2","none","good","2 small scars under l ear","no video of the u/s. ega=75 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,2000-05-30,2000-09-30,2014-01-03,"mrph",2000-03-24,1,1,"humans (spear)",2014-01-03,2000-12-14,"talek","tk",190,265,45.6,"adult",2000,"med","twin",2004,"old",1,1,4,"Q4","3","0.733333333",3,"Q3",-0.918910207909491,-0.591364014868018,2.11170185723875,-0.252819523983381,-1.21326906586101,12,10,12,12,12,"adult",-2.39733333333334
"319",313,"p5r9",13,1,"C10",77.08458472,"y",NA,77.33347875,76.83569068,0.351989319,0.456627379,-0.10200797565327,77.0772984360248,NA,NA,NA,1183,"tnks",555,2014-08-08,"DNA_6",58,"DNA","O","WB",300,952.2,NA,NA,"re_do_DNA, plate 5",1,NA,"trunks",NA,555,0,"kdsl,cmo,bmp","pond l x",743161,9836161,"f",NA,"natal","bado","bado",51.6,2.1,NA,2014-08-08 01:35:00,2014-08-08 01:39:00,2014-08-08 01:52:00,0,NA,NA,0,4,NA,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"57/63",57,63,39.145,NA,NA,NA,NA,13.5,16.4,11.2,10,29.1,48.3,NA,97,23.3,51.7,80.5,"l",20.3,24.4,24.5,26.1,74.3,24.2,4.59,NA,"r",23.06,29.07,15.54,21.96,36.35,100.18,80.97,NA,NA,22.51,21.25,13.43,28.67,22.14,21.87,1.93,2.43,"tarter on upper pm4","none noted","good","scar on top of crest, old scars on right ear,","virus on face",1,NA,NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2013-05-14,NA,NA,"alfe",2013-03-15,0,NA,NA,NA,2013-11-27,"talek","tk",NA,257,16.8,"subadult",2013,"hi","single",2014,"old",21,0,2,"Q2",NA,NA,NA,NA,NA,NA,NA,-0.606541790713755,0.0211728862448517,NA,NA,NA,5,18,"subadult",7.60266666666666
"320",314,"p5r9",13,1,"C11",75.06047559,"y",NA,73.00232972,77.11862146,2.910657801,3.877750278,-0.10200797565327,75.0531893060248,NA,NA,NA,1218,"mtn",1021,2013-12-30,"DNA_7",35,"DNA","O","WB",500,1109.7,NA,NA,"re_do_DNA, plate 5",1,NA,"martin",NA,1021,0,"dsg,ezt,ljju","rou d",725441,9240912,"f",NA,"natal","active","lactating",61.8,2.7,NA,2013-12-30 00:48:00,2013-12-30 00:55:00,2013-12-30 01:00:00,0,"150.46","11519",0,4,0,1,5,1,4,0,2,"0",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"70/65",70,65,38.6,NA,NA,NA,NA,12.2,16.1,12.6,10.4,32.2,55.9,NA,98.9,26.2,53,91.3,"l",19.8,26.7,25.1,25.6,79.2,25.6,50.29,NA,"r",22.23,28.93,12.87,23.43,35.79,100.55,83.82,NA,NA,21.55,19.35,13.2,24.15,14.72,8.58,NA,NA,"lower l pm3 is very rotton, upper l incisor cavity upper pm 3 cavity on side","none","good","small wound back left hindquarter where previous dart had hit","see photos of weird pm3",NA,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"serena.s","tr",NA,NA,NA,"adult",NA,"low",NA,2013,"old",NA,NA,NA,NA,"14","-0.625",1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",6.60266666666666
"321",314,"p5r9",13,1,"C11",75.06047559,"y",NA,73.00232972,77.11862146,2.910657801,3.877750278,-0.10200797565327,75.0531893060248,NA,NA,NA,1218,"mtn",1021,2013-12-30,"DNA_7",35,"DNA","O","WB",500,1109.7,NA,NA,"re_do_DNA, plate 5",1,NA,"martin",NA,1021,0,"dsg,ezt,ljju","rou d",725441,9240912,"f",NA,"natal","active","lactating",61.8,2.7,NA,2013-12-30 00:48:00,2013-12-30 00:55:00,2013-12-30 01:00:00,0,"150.46","11519",0,4,0,1,5,1,4,0,2,"0",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"70/65",70,65,38.6,NA,NA,NA,NA,12.2,16.1,12.6,10.4,32.2,55.9,NA,98.9,26.2,53,91.3,"l",19.8,26.7,25.1,25.6,79.2,25.6,50.29,NA,"r",22.23,28.93,12.87,23.43,35.79,100.55,83.82,NA,NA,21.55,19.35,13.2,24.15,14.72,8.58,NA,NA,"lower l pm3 is very rotton, upper l incisor cavity upper pm 3 cavity on side","none","good","small wound back left hindquarter where previous dart had hit","see photos of weird pm3",NA,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"serena.s","tr",NA,NA,NA,"adult",NA,"low",NA,2013,"old",NA,NA,NA,NA,"14","-0.625",1,"Q1 (lowest)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",6.60266666666666
"322",315,"p5r9",13,1,"C12",75.77592937,"y",NA,75.18040035,76.37145839,0.842205221,1.111441626,-0.10200797565327,75.7686430860248,NA,NA,NA,1245,"roh",663,2013-07-24,"DNA_7",74,"DNA","O","WB",800,622.3,NA,NA,"re_do_DNA, plate 5",1,NA,"rohan",NA,663,0,"dsg, gdt, bmp","mancala den",738965,9840780,"f",NA,"natal","lactating","lactating",70,2.7,NA,2013-07-24 03:40:00,2013-07-24 03:44:00,2013-07-24 03:48:00,0,"151.53","12173",0,4,0,1,5,2,4,0,2,"1 hair",2,3,2,0,NA,NA,NA,NA,"fl",0,0,0,NA,47,62,40,NA,NA,NA,NA,13.6,18.3,14,8.9,30.1,55,NA,98,23.3,51.6,89.2,"r",17.7,26,26.4,25.2,76.6,23.1,46.09,NA,"l",20.19,29.05,14.51,22.04,34.82,95.86,78.14,99.13,NA,20.1,20.8,14.61,26.75,15.29,15.67,7.18,6.73,"broken rt upper incisor, rt lower pm, pm2 broken, 2 cavities at base of lower rt canine","none",NA,"quarter szd scar & 3 inch scar on left thigh, two inch fresh healed scar & two inch open wound almost healed on inside right hind leg, quarter szd open wound on right shoulder, verticle scar between nipple and phalus","front dew claw has no crevice; measured to center of carpal pad",NA,NA,NA,NA,"6 bacterial swabs",NA,NA,NA,NA,NA,NA,0,NA,2007-05-02,NA,NA,"arw",2006-12-01,0,NA,NA,NA,NA,"fig.tree",NA,NA,NA,79.7,"adult",2006,"med","single",2013,"old",NA,NA,NA,NA,NA,NA,NA,NA,0.979999863601085,0.822309360034839,0.40359167855367,-0.926438291756796,0.375737370724094,14,13,7,11,12,"adult",6.60266666666666
